name,writer,text,cc,tags
테니슨-참나무, 김상용 ,".
테니슨 편
참나무젊거나 늙거나참나무같은
생 을 가지라황금 의 산
빛으로
봄에 빛나고.
여름에
무성 하나가을이 와
더 맑은
금 빛이로다마츰내 닢이
다 덜은 그제,
보라체목 과 가지옷 벗은,힘 이 섰도다",자유이용 만료,#
토(土)의 향연(饗筵), 황석우 ,"
토 의
향연
우리는싀뻘건흙에도라왓다,
우리는하늘을우르러
강 한
번성력 을가지고외 히뻣처올너가는졂은느름나무같이
우리의
생명 을
흙의피의
고약 하는
심장 속에심어박을때 비롯오우리의 영 의
신장 하는
안정 을얻는다
우리는싀뻘건흙에도라왓다,
우리는임의
인간 의피를빠는
시문 이안일다우리는
대지 의마르지안는자
백포도 빗의피와
우리들의땀의뿌란데를
우리들의 영 의날 날 의
음료 로하여잇다대중시보
1, 1921. 5, 10",자유이용 만료,#
토끼 발자국-98, 권태응 ,"토끼  발자국
권태응
토끼들아  눈  온  날은
꼼짝  말아라
마실  가고  싶어도
참고  있어라
눈  위에다  옴폭옴폭
발자욱  내면
장난구레  머슴들이
느를  잡는다.
",자유이용 만료,#
토막 생각, 심훈 ,"토막 생각 
ㅡ 생활시 
                  심 훈 
날마다 불러 가는 아내의 배, 
낳은 날부터 돈 들 것 꼽아 보다가 
손가락 못 편 채로 잠이 들었대. 
뱃속에 꼬물거리는 조그만 생명 
네 대에나 기를 펴고 잘 살아라! 
한 마디 축복밖에 선사할 게 없구나. 
아버지 소리를 내 어찌 들으리 
나이 30에 해논 것 없고 
물려줄 것이라곤 선인밖에 없구나. 
급사의 봉투 속이 부럽던 
월급날도 다시는 안 올 성싶다 
그나마 실직하고 스무 닷새날. 
전등 끊어 가던 날 밤 촛불 밑에서 
나어린 아내 눈물 지며 하는 말 
시골 가 삽시다, 두더지처럼 흙이나 파먹게요. 
오관으로 스며드는 봄 
가을 바람인듯 몸서리쳐진다. 
조선 팔도 어는 구석에 봄이 왔느냐. 
불 꺼진 화로 헤집어 
담배 꼬토리를 찾아 내듯이 
식어버린 정열을 더듬어 보는 봄저녁. 
옥중에 처자 잃고 
길거리로 미쳐간 머리 긴 친구 
밤마다 백화점 기웃거리며 휘파람 부네. 
선술 한잔 내라는 걸 
주머니 뒤집어 털어 보이고 
돌아서니 카페의 붉고 푸른 물. 
그만하면 신경도 죽었으련만 
알뜰한 신문만 펴들면 
불끈불끈 주먹이 쥐어지네. 
몇 백 년이나 묵어 구멍 뚫린 고목에도 
가지마다 파릇파릇 새엄이 돋네 
뿌리마다 썩지 않은 줄이야 파 보지 않은들 모르리.",자유이용 만료,성찰
토박이말," 신애리,정하영 ","토박이말
정하영
윤슬도  돋을볕도 
모두모두  모였네
재미있는  뜻  글자
즐거운  보기월들
우리말 
사랑합시다
시조도  사랑합시다.
",CC BY[저작자 표시],#
토요일(土曜日), 윤곤강 ,"  
토 요 일화목토
이렇게
일자 가 지나가고또다시 오늘은
토요
일월 의 길다란
선로 를
말없이 달아나는 기차 나의 생활아
구둣발에 채인 돌멩이처럼
얼어붙은 운명을 울기만 하려느냐
",자유이용 만료,#
토지(土地), 권환 ,"토지
북조선 함경도 어느 농민을 대신하여
뉘라서 꿈엔들 생각했겠나?
이런 세상이 우리 앞에 올 줄이야대째나 내려왔다는 송참봉 땅이
올 봄부터 내 논이 될 줄이야
그게야 덕포
위원장 농촌 말마따나
하늘에서 왜 찍어서 마련한 게 아닐 바에야
송참봉이라구 몇 백년이나 혼자 가지라는 법도
김첨지라구 자자손손이 소작만 하라는 법두 없겠지마는
겨울이면 언제든지 겨울인가
봄도 오겠으니
천년이나 조선 차지하자던 왜놈도 물러가겠으니
아침부터 저녁까지 일하구 또 일해두 배만 곯던 우리
오양간에 누렁쇠보다도 불쌍하던 우리
응 제 손으로 제 땅 갈아먹는 세상된가래만 떼고는 사지 못하는 세상
이게 과연 민주주의로구만민주주의 민주주의나는 정말 무엇도 몰랐더니
어제나 오늘이나 땅파구 또 땅파도
밭 한 떼기 가져도 보지 못하던 우리
이젠 해방이다
다시 한번 해방이다
작년엔 왜놈의 쇠사슬
금년엔 지주의 쇠사슬에서
이것이야말로 앙이구 무엇이냐
우리 농민들의 참다운 해방이
당쉬야 녹두콩아 마음대로 자라라
뻐꾸기야 구제비야 마음대로 노래하구 날아라
자유스러운 이 땅에서
자유스러운 이 벌에서
우리도 높이 부르겠다
새로운 농부가를 해방의 노래를
말이야 바른 말이지 훌륭하기도 하지
인민위원회의 힘
놀부보다도 나쁜 배짱이지
이런 세상에 온 맘먹는 놈들
현대일보 1946. 7. 8
",자유이용 만료,#
토지개혁과 시, 오장환 ,"토지개혁과 시우리들은  한평생  소원이던  땅의  임자가  되어  몇  천  년래의  지긋지긋한 
지주의 착취와 천대에서 벗어났습니다 우리들은 네 활개를 쭉 펴고 내 땅
. 
에 씨 뿌리고 김 매고 새로이 논밭을 일구고 농사법을 개량하여 
1946
년도에 
비하여 작년도에는 미곡만 하더라도  만 톤이나 더 추수하였습니다
18 
우리들은 새 집을 짓고 그의 주인이 되며 닭 한 마리 변변히 제 것으로 
가지고 있지 못하던 우리들은 황소를 가지고 있습니다.학교는  고사하고  낫  놓고  자도  모르던  우리는  우리나라  글을  배우게 되었으며 우리의 아들딸들에게 소 중 대학의 문이 쭉 열렸습니다.우리들이 정성을  다하여 조국에 드린  애국미는 북조선의 최고  학부 김일성
대학의 건축 기금이 되어 이미 그 제 기 공사를 끝마치고 있습니다.
어찌 그것뿐입니까 옛날에 관청이라고 하면 무서워 곁에도 못 가던 우리들
. 
이 오늘에  와서는 정권의 주인의  한자리를 차지하고 나라의  살림을 다스려 
나가고 있습니다 도 시 군 인민위원회 위원 중에 우리 농민이  천 백 명
56
. 2
이며 북조선 인민회의의 대의원으로서  명이나 됩니다 이 어찌 과거의 우
. 
62
리들이 감히 상상이나 할 일이겠습니까.이 위의 말은 지난해  월 우리의 남북연석회의가 열렸을 때 그 둘째날 축사에서 북조선 농민 대표 박창린 동무가 한 말 중에서 몇 마디를 추린 것이
다.
  
그날 이 박 동무의 말을 듣고 남조선에서 온 대표들은 감격하여 모두 울
었다 그렇다 그냥 들어도 감격의  눈물겨운 일인데 더욱이  남조선의 실정
. 
. 
과 대비하지 않을 수 없는 그들의 가슴은 미어지는 것 같으면서도 또 한쪽 
조선에서는 위대한  소련 군대의 영웅적  승리로 말미암아 해방  된 북조선에
서 이룩된 빛나는 민주 개혁의 이와 같은 성과를 형언할 수 없는 기쁨으로 
느끼었을 것이다.
  
토지개혁이란  위대한  역사적  사실을  당하여  여기에  감격하고 여기에  서 
, 
힘을 얻고 또 이 기쁨을 기록한 것이 어찌 많지 않을 수 있겠는가
, 땅이여 땅이여 나를 낳은 어머니시여
! 사랑하는 아들과 이야기 좀 하세요
당신의 뫼 밭과 벌판에는
끝이나 가히 보이지 않습니다
당신의 풍성하심은 헤아릴 수 없습니다
이것은 다함이 없이 놓여 있습니다
! 
땅이여 땅이여 얼마나 한 불행을
우리는 당신을 위하여 참았습니까!
오랜 세월을 두고 당신이야말로
우리들에게는 말하기 어려운 소망이 아니었습니까
캄캄한 어둠 속에서 가난한 사람의 운명이
당신을 두고 노래 부르지 않았습니까
우리들로 하여금 옴짝할 수 없이
마지막 썩은 기둥뿌리도 팔게 한 것은 당신이 아니었습니까
우리들을 이주민의 화물 열차에 실어
고향을 떠나보낸 것이 당신이 아니었습니까
해마다 해마다 부자놈의 발 아래
우리가 절해 온 것은 당신 때문이 아니옵니까
인민들의 울라지밀의 길로
걸어가게 된 것이 당신 때문이 아니옵니까
나를 낳은 어머니시여 살진 땅이여
! 오랜 세월을 내내 당신은 사로잡힌 몸이 아니옵니까
우리가 끝에서 끝으로 온 나라를
돌아다닌 것도 당신 때문이 아니옵니까!
땅이여 땅이여 새벽 하늘이 붉었습니다
! 
이리하여 당신은 우리를 위해 사방으로 활짝 열렸습니다.
백석 역
이 시는 이사코프스키의 땅 이라는 노래이다.땅이여 땅이여 당신에게 명맥을 걸고  있는 우리들 농민이기  때문에 우리
! 
! 
는 마지막  썩은  기둥뿌리 까지도  팔아가며  당신의  곁을  떠나지  않으려고 
몸부림쳤던  것이며  다시  낯선  곳  혹은  한번  가면  다시  돌아올지도  모르는 
곳에까지 농토를 얻기 위하여 우리들은 이주민의 회물열차이것은 도회
지에서 오물을 버리기 위하여 싣고 다니는 차와 다름이 없는 것이겠으나 에 
몸을 실어  원통하게도 고향을 떠나갔었던  것이 아니었느냐고 옛날  차르 시
대를  회상하여  부르는  소연방  농민의  이  외침은  바로  우리  조선  아니 전 
세계 농민들에게  뼈저린 공감을 주는  것이며 그러기 때문에  우리 농민들은 
모든 인민의 길인 레닌주의의 길로 걸어간 것이 아니냐고 다시 외치는 말을 
이  시  속에서  읽을  때  이것을  읽는  모든  사람들은  옳다 그렇다 하고  두 
! 
! 
주먹을 쥐지 않을 수 없다.
땅이여 땅이여 새벽 하늘이 붉었습니다
! 이리하여 당신은 우리를 위해 사방으로 활짝 열렸습니다.
  
그리하여 농민은 승리를 하고 이상과 같은 희망과 자신을 노래한다  
이 시는 땅과 소비에트 농민 생활을 노래한 소비에트의 무수한 시 가운데
에 다만 한 가지의 예에 지나지 않는다 우리는 선진 소련의 이처럼 훌륭한 
. 
시 작품들을 하루라도 속히 우리의 문화 속에 이식해야 하겠다.
그러면 토지개혁에서  오는 이와 같은  감격의 사실을 우리  북조선의 시인들
은 어떻게 노래부른 것인가!
내가 밭갈이한다
마라마라돌자
이 가난뱅이 경선이 제 밭을 간다
젊은 때도 소작의 멍에에 창이 빠지고
지친 나날이 가난에 얽매어
남의 땅 한 또약에서 까무러져도
제 땅이란 못 쓰고 죽어질 팔자라던
이 응석받이 경선이
오늘은 제 밭을 간다
의나의나의나
소붓이 수그러져 눕는 밭고랑
신부인 양수줍은 보슬 흙
어머니의 젖가슴인 듯 훈훈한 흙 냄새!
아아 농부의 마음 그 한 속에
아담진 희망을 북돋아 올리는
제 땅의 애틋한 이 밭고랑!
밭 가는 소리 들려라!
이 고장 가난뱅이들이
때때로 남의 땅에 목숨을 걸고
뀌어진 살림을 거제기로 불을 받더니
오늘은 제 밭을 가누나
의나마라마라
노고지리도 귀 기울여 듣는 이 소리
농부의 가슴을 후련히 틔우는 이 소리
아아 나의 어린 때 그 피 쏟던 어느 봄날의 상처에서
, 
세월의 붓대를 잡아채는 이 소리
주머니를 뒤집어 털듯이
설움에 맺힌 그 통분을 헤쳐놓는 이 소리
  
이렇게  시작되는  긴  시 땅의  노래 는  우리  북조선  토지개혁을  노래한 
조기천씨의 서정서사시이다  
이 시는 우리 조선에서 토지개혁을 주제로 노래한 작품 가운데서 가장 좋
은 작품인 것으로 이 내용 속에는 가난뱅이 경선이의 반생을 통하여 주마등
과  같이  달리는  우리  조선  농민들의  사회적  환경과  역사적  사실을  그리며 
다시  오늘의  빛나는  민주  개혁과  농민들의  행복된  처지를  밝힌  무게  있는 
작품이다.
  
강도 일본 제국주의자가 우리 조국의 강토에 그 흉칙한 발톱을 박았을 때 
그들은 토지  조사 란  가면을  뒤집어쓰고  이  땅  순량한  농민들의  토지를 
한푼의 대가도  없이 무상으로 빼앗아  동척의 흡혈망에 집어넣은  광경을 조
기천 씨는 땅의 노래 속에서 경선의 집안을 통하여 우리에 게 보여주며
묻노니 이 고장 사람들아!
무덤 속 선조의 해골까지도
누울 곳 잃어 개발에 채웠거니
어찌 백성이 살 곳 있었으랴
하고 그 당시의 참담한 정경을 노래하였다.
  
그러나 이 모든 것은 오늘 제 밭을 기는 경선이의 회고인 것이다 오늘의 
. 
행복을 더욱  달콤하게 느끼기 위한  지난날의 뼈저린 회고이며  다시 오늘날
의 더욱더 힘찬 분발을 위한 회고인 것이다.
그날
풍년 옥수수알 배기듯
사람들이 모였던 그날
..................
역사의 큰 날
인민정권의 대종을 받아
김 장군이 정의의 칼 높이 들어
착취의 검은 손 찍어버리고
이 고장 집집에 행복을 나눠준 그날
  
경선이와 북조선 농민들은 모두 다 와도 가도 못 본 첫봄 을 맞이한 것
이었다.
  
그리하여 사뭇 즐거움에 싸여서 밭갈이를 하는데 신작로 가에는 지나가던 
소련 병사 우리 조선을 진정으로 해방하여 준 이 우방의 병사가 그도 농민 
출신의 병사였는지 처음으로 제 땅이 되어 즐거움에 넘치는 이 고장 농민들
의 부지런한 일손을 보고 와락 달려들며
하고 자기의 뜻을 알겠느냐고 목마르게 다지며
뽀냐트오쳉하라쇼
대단히 기쁘다는 말을 외치는 것이 아닌가!
무한한 기쁨과 자신과 희망을 가지고 자기 맡은 농사일에 바쁜 사람들.마라마라돌자
젊은 때도 소작의 멍에에 창이 빠지고
지친 나날이 가난에 얽매어
남의 땅 한 또약에서 까무러져도
제 땅이란 못 쓰고 죽어질 팔자라던
이 응석받이 경선이
오늘은 제 밭을 간다
의나의나의나
  
이것은  더  두말할  것  없는  우리  북조선  농민들의  뚜렷한  오늘의  모습인 
것이다 그리하여  토지를  받은  농민들의  감격과  그  생활은  여러  시인들에 
. 
의하여 아래와 같이 표현된다.
생각하면
가슴이 아파난다
오십이시구
육십이시구
땅을 다루기에 지친 아버지시다
오랜 가난에 들볶인 어머니시다
박 참봉의 삿대질에
묵묵히 참아온 아버지시다
그렇게 뼈저리던 그날을 돌아보시매
토지 받은 감사에 목이 메신
우리 아버지였다
우리 어머니였다
열 섬 감자다
한 알이라도 보람지게 하여
장한 힘 도웁는 것이 본심이라 하시며
큰 놈으로만 고르시는
어머니의 옳은 생각에
웃음짓는 아버지였다
너 부디 잊지 말아라
김일성 장군의 사진 한 장 구해 오라
..................김광업 감자 현물세
  
이처럼 우리  땅의 시인들은 토지개혁의  혜택을 입은 북조선  우리 농민의 
생활과 농촌을 아름답게 그리었다.
  
그뿐만 아니라  이처럼 행복한 환경에  있는 북조선 우리  농민은 우리나라
의 절반이나  되는 남조선 땅에서  원수 미 제국주의자들의  식민지 노예화정
책과 토착 지주들의 가혹한 착취로 허덕이는 동포들을 생각하여
우리 마을이여
우리 논이여
오늘은 모두들 모내기하건만
절반 논이 비었구나
제 주인을 찾지 못한
남조선 벼포기들을 잊을 수 없어라
..................
모내기하는 날아
모내기하는 날아
남북조선이 다함께 모내기하는 날아
우리들은 그날을 위하여 투쟁한다
이원우 모내기하는 날하고 농민들의 튼튼한 의지와 다함 없는 형제애를 노래 부른 것도 있다.
  
해방 이후 우리 시인들에게서 불려진 노래 가운데 제일로 많은 수효는 농
촌과 토지개혁을 노래한 시편들이다.
  
이것은 물론 우리 조선이 과거 야만 일제의 독아에 물리어 그 경제 경영
이 원시적인 농경 생활과 그 외에는 원료품 생산의 지대로밖에 되지 않았던 
사회적 환경에도  의한 것이며 그렇기  때문에 토지개혁은 여러가지  민주 개
혁 중에 가장 큰 자리를 차지하며 따라서 여기에서 오는 감격이 모든 시인
들에게 큰 충격을 주었기 때문이다.
  
토지를 분여받은 농민들의 형언할 수 없는 감격과 또 그들의 생생한 생활
면이 노래 불려지려면 아직도 끝이 없다.
  
참으로 농촌의 빛나는 앞날을 노래하는 시들이 자꾸자꾸 쏟아져 나와야하
  
그러나  우리는  다른  데보다도  이  농촌  시에서  많은  결함을  손쉽게  찾을 
  
이것은 작품 표현에 있어서의 유형화
이다 유형화라는 실제의 표
. 
상 그것이 아니라 하나의 보편화된 개념을 말하는 것이니 가까운 예를 들면 
겠다.
수 있다.
이러하다.
  
우리는 흔히  옛이야기를 들을 제  어느 이야기에서나 그  이야기의 주인공
인 여인은 다 같이 얼굴은 씻은 배추 줄거리 같고 머리는 물찬 제비꼬리 같
으며 그 처녀는 물동이를 이고 우물가로 나온다 이것은 물론 예전 여인을 
. 
그림에 있어 가장 보편적인 사실을 말함일 것이다.
  
이와 같은 현상은 과거의 미술 전람회 같은 데서도 많이 본 사실로 지금
부터  년 전만 하여도 유화를 그리는 사람의 대개가 여인을 그리면 그 여
15
인은 물동이를 이었거나 그렇지 않으면 옆에 끼고 섰는 것을 그리었다.
  
이것은 그 설화자나 화가에 있어 가장 쉽게 대상을 포착하는 길이다자기가 이야기 하고 싶은 바를 가장 손쉽게 이야기할 수 있는 가장 보편적
인 개념이다.
  
이와 같은 유형화는 새로운 것을 창조할 수는 도저히 없다 그러면 농촌
. 
을 배경으로 한 시들 속에 벌써 유형화되었다는 표현은 어떠한 표현일까?
  
그것은 흔히 여러 시인의 작품에서 나오는 기와집 지었다는 이야기 전깃
불 들어왔다는 말 현물세 바치러 간다는 말 라디오 재봉침 유성기 비단
, 
옷 이러한 것들이다.
  
물론 기와집을  지었다면 오늘의 농촌  생활이 얼마나 유복하다는  것을 말
하려 함이고  전깃불이 들어왔다면 옛날  일제 시대에는 놈들이  영리적인 면
만  계산하여  두메산골  같은  곳에서는  일부러  전선을  끌어다  불을  컬  수는 
도저히 없었던 것인데 오늘은 인민이 정권을 틀어쥐고 자기의 새 살림을 자
기의 손으로 꾸려나간다는 것이 이야기되는 것이며 또 현물세로 말하더라도 
전 같은 부당한 지주의 착취와 관청의 가혹한 과세가 아니라 자기의 즐거운 
근로  소득을 자기네들을  위하여  움직이는  나라에  바친다는  기쁨이  품기어 
, 
있고 또 기타의 라디오 유성기 비단옷 이런 것도 오늘의 향상된 농민 생활
을 말하는 것이겠으나 이러한 현상을 통하여 그 시인이 어떠한 감격과 정서
와 충격을 느끼는 과정이 표현되지 못하고 다만 그 현상 자체를 그대로 적
어낸다면 그것은 시인이 할 일이 아닐 것이다.
  
본래 유형화라는 것은 창조를 가져올 수 없는 기계적인 전달이다 그러면 
. 
시인들은  왜  이러한  수법을  쓰는가 그것은  어느  것보다도  자기의  정서를 
. 
다 듣지 않고 당장 적을 수 있기 때문이며 창조를 하기보디는 추종을 하는 
것이기 때문이다.
  
그러나 이것은 옛날의 썩은 선비들이 구인들의 시구 중에서 좋은 말을 떼
어두었다가  이렇게  저렇게  문맥만  통하게  골격을  맞추어가지고  시한  수를 
이루었다고 좋아하는 퇴보적인 정신과 다름이 없다.
  
참다운 시라는 것은 시구의 조각보를 꾸미는 것도 아니요 또 공식화한 현
상의 포착도 아니다 실로 참다운 시라는 것은 이처럼 일상화된 현상과 생
. 
활과 일상적인 감정을 가지고도 어떻게 고상한 감정 즉 높은 정신의 세계에
까지 끌어올리는가에 있다.
  
그러므로 인민의  고상한 감정과 정서를  포착하여 이것을 높은  정신의 세
계로 끌어야 할 오늘의 시기에 있어서 이 같은 안이한 작시의 태도로 인하
여  더욱  이  농촌시에서  많이  나오는  시연들의  유형화된  시  작품을  우리는 
단호히 배척해야 될 것이며 또 새로이 시를 쓰려고 하는 동무들은 많은 사
람들이 흔히 빠지기 쉬운 이러한 결점을 단단히 경계하지 않으면 안 될 것
이다.
  
이 유형화라는 것은 비단 농촌시에만 있는 것이 아니라 우리 생활면의 전
체에  있는  것이다 그러므로  이  같은  단점이  시  작품에  나타나게  되면  그 
. 
작품은  개성이  없는  것이  되고  일상  생활면에  나타나면  그  사람은  주견이 
없는 즉 비판 정신이 박약한 사람으로 될 것은 물론이다.
",자유이용 만료,#
통발, 홍사용 ,"통 발
          
뒷동산의 왕대싸리 한 짐 베어서
달 든 봉당에 일서 잘하시는 어머님 옛이야기 속에서
뒷집 노마와 어울려 한 개의 통발을 만들었더니
자리에 누우면서 밤새도록 한 가지 꿈으로
돌모루 냇가에서 통발을 털어
손잎 같은 붕어를 너 가지리 나 가지리
노마 몫 내 몫을 한창 시새워 나누다가
어머니 졸음에 단잠을 투정해 깨니
햇살은 화안하고 때는 벌써 늦었어
재재바른 노마는 벌써 오면서
통발 친 돌성은 다무너트리고
통발은 떼어서 장포밭에 던지고
밤새도록 든 고기를 다털어 갔더라고
비죽비죽 우는 눈물을, 주먹으로 씻으며
나를 본다.
",자유이용 만료,#
통일," 신애리,김대희 ","통일
김대희
모두가  꿈꾸는  그날이  찾아올까?
물고기  첨벙첨벙  신호등  반짝반짝
참새야  안부  전해줘 
신나서  날아가네
버스타고  빵빵  빵  이산가족  만난다
따뜻한  가족품속  눈물이  뚝뚝뜩 
38선아  빨리  없어져 
아름다운  한반도에서.
",CC BY[저작자 표시],#
통일," 신애리,김상우 ","통일
김상우
북한의  백두산이
통일되면  놀자하고
남한의  한라산은 
친구하자  조른다
기다려 
통일된다면 
백두산부터  가  볼  게.
",CC BY[저작자 표시],#
통일," 신애리,김하은 ","통일
김하은
서해와  동해친구
저희들만  만난데
남북한  정상회담
통일을  데려오면
우리도 
만날  수  있지
사이좋게  놀겠지.
",CC BY[저작자 표시],#
통일," 신애리,양서인 ","통일
양서인
동해와  서해바다
북한쪽  가고  싶데
하지만  벽이  막혀
오고  갈  수  없었지
남해야!
너도  가보고  싶지
우리같이  가보자.
",CC BY[저작자 표시],#
통일," 신애리,이상민 ","통일
이상민
꽝꽝  꽝  제주에서 
한라산  생겨나고
퐁퐁  퐁  함경도에
백두산  생겨났지
두  산이   
함께  모여서
놀아볼  날  기다려.
",CC BY[저작자 표시],#
통일," 신애리,임대원 ","통일
임대원
사람들  소리쳐요
통일이다 
통일이다
백두산과  한라산
너희들도  내  친구 
백두산 
보고  싶어요 
한라산  어서  와요.
",CC BY[저작자 표시],#
통일," 신애리,정수아 ","통일
정수아
풍풍  풍  힘든  싸움
이제는  그만하자
지도를  갈라놓았던
긴  선을  없앨  시간
한라산 
백두산한테
손  내밀고  웃지요.",CC BY[저작자 표시],#
통일," 신애리,정하영 ","통일
정하영
한라산과  지리산
만나고  싶었어요
백두산아  손  뻗어
신나게  같이  놀자
바다도 
넘어갈  거야
한라산아  기다려.
",CC BY[저작자 표시],#
통일," 신애리,최은정 ","통일
최은정
지리산  한라산은 
언제나  단짝친구
지붕  같은  백두산 
친구  되고  싶데요
기다려
올라가  줄게 
한라산이  약속해.
",CC BY[저작자 표시],#
통일이 되면," 신애리,곽연우 ","통일이  되면
곽연우
똑  같은  한  형제가
왜  서로  못  만날까?
닫혔던  마음열고
통일을  시작하자
손잡고  옹기종기  모였다
마음이  따뜻해져
우리는  북한에게
북한은  우리에게
서로서로  도우며
사이좋게  사는  길
이제는 
이름도  하나 
함께  사는  좋은  길 
민족통일  경상남도협의회장상 
",CC BY[저작자 표시],#
통일이 되면," 신애리,문주하 ","통일이  되면
문주하
남북한  통일이다
손잡고  강강술래
우리는  금강산으로
북한은  지리산으로
반가워  평양냉면  먹을  래?
고마워  진주냉면  먹을  래?
",CC BY[저작자 표시],#
통일이 되면," 신애리,윤정무 ","통일이  되면
윤정무
북한과  대한민국
통일이  된다하면
백두산  금강산이
우리를  부르겠지
어서  와!
꼬마  호랑이랑 
숨바꼭질  하겠지.
",CC BY[저작자 표시],#
통일이 된다면," 신애리,오현준 ","통일이  된다면
오현준
남한이랑  북한이 
통일이  되어지다면
기차가  백두산까지 
칙칙폭폭  데려다  주겠지
이름은 
어떻게  부를까? 
내가  한번  도전해 
",CC BY[저작자 표시],#
투르게네프-개, 김상용 ,"개
네.
네.
나의 개와 나 단둘이 방안에 잇네 밖갓에는 무서운 비바람이 아우성을 치개는 내아페 안저 바로 내 얼굴을 바라보고 잇네 나도 개 얼굴을 드려다보개는 내게 무슨 말을 하고 시픈 것가티 보이네 그러나 개는 벙어리 일세.
개는 말이 없네 개는 제 스스로를 모르네 그러나 나는 개를 아네.이
순간 개와 내 속 숨은
감정 사이에 조금도 다른 것 없는 줄을 나는 아네 우리는 똑가튼 것일세 둘의 속에는 떨리는 불꽃이 똑가티타며 반작어리는 겔세.
죽임이 그 차듸찬 넓은 나래를 버리고 휩쓰러 나려오네.
그리고 끗이 오는 것일세.
우리 속에 빗나든 그 불꽃 뉘라서
분별 할 고 아닐세 서로 바라보.는 우리에겐 중생도 없네 사람도 없는 것일세.
서로 뚜러질듯이 바라보는 눈들은 서로 다를 것 없는 것들의 눈인 것일세.
즘생과 사람각기 의 속에는
공포 에 떠는 똑가튼
생명 이
갓가이 서로 의지하고 잇네.
동아일보
, 1932
년 월 일
18",자유이용 만료,#
투르게네프-걸인, 김상용 ,"
걸인
내가 거리를 것고 잇슬 때 어느
노쇠 한
걸인 하나이 나를 부
르네 그래 나는 발을 멈첫섯네.
눈물지지한
충혈 된 눈 피 긔없는 입술 다 떠러진,,
의복 고
름든
상처!
빈인 이
과연 무섭게도
가련 한
이 늙은이를 파먹엇데그려.
그는 뚱뚱 부어 벍엇케된 때무든 손을 내어밀데 그는 알는 소리를 하데.
그는 도아달라 중얼거리든 겔세.
나는 내 주머니를 뒤저 보앗네 지갑도 없네.
시계 도 없네 손수건조차 없네 가진 것이란 아모것도 없엇든 겔세 그러나.
걸인 은전 히 기다리고 잇네 그의 내어민 힘없는 손은 흔들흔들 떨리었었네.
나는 어쩔지를 몰랏섯네 붓그러운 생각이 나데 그래 나는 힘 것 그의 떨.리는 때무든 손을 잡앗섯네
. 
노여하지 마시오 마츰 가진 것이 없소이다 하얏든 겔세.
걸인 은
충혈 된 눈으로 나를 바라보데 피 긔없는 그 입술에.
웃음이 떠돌데 그리고 그도 내 언 손 가락을 힘잇게 쥐든 겔세..
없으면 어떳소 그는 중얼거리데 이처럼 해주시는 것도 고맙지오 이.
것도
적덕 이지오 하데.
나도 그에게서 받은 것 잇는 줄을 아랏섯네.
동아일보
, 1932
년 월 일
20",자유이용 만료,#
투르게네프-나와싸우든사람, 김상용 ,"나와 싸우든 사람
나에게는 날과 늘 싸우는 친구 하나가 잇서든 것일세 무슨사업 에,
관직 에나 사랑에 드러 싸웟든 것이 아닐세 그러나 무슨 일에고,
그와 나는
의견 이 달랏섯네 그래 맟나면 언제나 끝없는 싸움이 둘사이에 일엇든 것일세.
우리는
매사 에 싸웟든 것일세예술 에
대 하야
종교과학 에
대 하야 그리고
생전사후 의
생명대 하야 싸웟섯네 더욱이사후 의
생명 에
대 하야 싸
웟든 것일세.
그는
신앙 과
열성 이 잇든 사람이엇네 어느날 그는 나에게그대는 무엇이고 웃어버리네 그러나만일 내가 먼저 죽으면 저생
에서 그대를 찾아오리 그대가 그때도 웃으시는가 보세 하든 것일세.
사실 그는 늙기도
전 에 나보다 먼저 죽엇든 것일세 맻 해가 지나갓네 나는 그의언약 을 잊엇섯네 그의위협 하든 일을 잊엇
섯네.어느날 밤 나는 자리에 누엇섯네 그러나 잠을 이루지 못하얏섯네아니
사실 잠을 잘 생각이 없엇든 것일세방은 어둡고 환하지도 않앗섯네 나는 재 빛띤 어스름한 그 빛만 바라보고.
잇든 것일세 문듯 나와 싸우든 친구가 다창 사이에 서잇는 것같이 보
이든 것일세 두창 사이에 서서 느럭느럭 그리고 처량하게 머리를 우
아래로 끄덕이고 잇는 것같이 보이든 것일세.
나는 겁내지를 않앗섯네 놀라도 않앗든 것일세 조금 일어나 팔굼치로 몸.
을 괴고
의외 에 찾아온 그 헛것을 더 자세히 바라보앗섯네헛섯은
여전 이 머리를 끄덕이고 잇네그래 하고 나는 마침내 말을 하얏든 것일세 그대가.
득세 를 하얏
다는 셈인가후회 를 하얏다는 셈인가대체
경고 를 하
는 셈인가 비웃는 셈인가?
혹 은 그대가 잘못되엇다는 것을 알려 주시
랴는 의향인가 그대는 어떤 경험을 하고 계시는가?
지옥 의초 인가악사 의
신악 인가 한마디라도 말을 하게.
그러나 나와 싸우든 그사람은 한마디도 말이 업네 그리고여전 히 머
리만 우아래로 맥없이 끄덕이든 것일세 처량하게 끄덕이든 것일세.
나는 웃어버렷네그는 사라지든 것일세동아일보
, 1932
년 월 일
19",자유이용 만료,#
